"src","tgt"
"<en> It's nice.","<es> Hace buen tiempo."
"<en> It's okay.","<es> Vale."
"<en> It's okay.","<es> Está bien."
"<en> It's ours.","<es> Es nuestro."
"<en> It's ours.","<es> Es la nuestra."
"<en> It's over.","<es> Se terminó."
"<en> It's over.","<es> Se acabó."
"<en> It's time.","<es> Ha llegado el momento."
"<en> It's time.","<es> Es la hora."
"<en> It's time.","<es> Es el momento."
"<en> It's time.","<es> Ha llegado la hora."
"<en> It's true!","<es> ¡Es verdad!"
"<en> It's true.","<es> Es verdad."
"<en> It's work.","<es> Es mi trabajo."
"<en> Keep them.","<es> Guárdalos."
"<en> Keep them.","<es> Quédatelos."
"<en> Keep them.","<es> Guárdenselos."
"<en> Keep this.","<es> Guarda esto."
"<en> Keep this.","<es> Guarde esto."
"<en> Keep this.","<es> Guardá esto."
"<en> Keep this.","<es> Guardad esto."
"<en> Keep this.","<es> Guarden esto."
"<en> Keep warm.","<es> Mantente caliente."
"<en> Keep warm.","<es> Manténgase caliente."
"<en> Keep warm.","<es> Mantenete caliente."
"<en> Keep warm.","<es> Mantenete abrigado."
"<en> Keep warm.","<es> Mantente abrigado."
"<en> Keep warm.","<es> Manténgase abrigado."
"<en> Keep warm.","<es> Manténganse calientes."
"<en> Keep warm.","<es> Manténganse abrigados."
"<en> Leave Tom.","<es> Dejalo a Tomás."
"<en> Leave Tom.","<es> Déjalo a Tomás."
"<en> Leave Tom.","<es> Déjelo a Tomás."
"<en> Leave now.","<es> Ahora márchate."
"<en> Leave now.","<es> Ahora vete."
"<en> Leave now.","<es> Ahora lárgate."
"<en> Let me go!","<es> ¡Déjame marchar!"
"<en> Let me go!","<es> ¡Suéltame!"
"<en> Let me go!","<es> ¡Déjeme ir!"
"<en> Let me go.","<es> ¡Déjeme ir!"
"<en> Let me in.","<es> Déjame entrar."
"<en> Let me in.","<es> Déjeme entrar."
"<en> Let us in.","<es> Déjanos entrar."
"<en> Let's eat.","<es> Comamos."
"<en> Let's see.","<es> Veamos."
"<en> Let's try!","<es> ¡Intentémoslo!"
"<en> Lie still.","<es> Túmbate en silencio."
"<en> Lie still.","<es> Mantente quieto en el suelo."
"<en> Listen up.","<es> Escuchá."
"<en> Look away.","<es> Mirá para otro lado."
"<en> Look away.","<es> Mira para otro lado."
"<en> Look away.","<es> Mire para otro lado."
"<en> Look away.","<es> Miren para otro lado."
"<en> Look back!","<es> ¡Mira hacia atrás!"
"<en> Look back.","<es> Mira atrás."
"<en> Look back.","<es> Mire atrás."
"<en> Look back.","<es> Mirad atrás."
"<en> Look here.","<es> Mira aquí."
"<en> Look here.","<es> Mirad aquí."
"<en> Look here.","<es> Miren aquí."
"<en> Loosen it.","<es> Aflójalo."
"<en> Loosen it.","<es> Suéltalo."
"<en> Loosen it.","<es> Suéltala."
"<en> Loosen it.","<es> Aflójala."
"<en> Move over.","<es> Hazte a un lado."
"<en> Move over.","<es> Deja sitio."
"<en> Move over.","<es> Mueve el culo."
"<en> Move over.","<es> Deja pasar."
"<en> Nice shot!","<es> ¡Buen tiro!"
"<en> Of course!","<es> ¡Por supuesto!"
"<en> Open fire!","<es> ¡Disparad!"
"<en> Open fire!","<es> ¡Fuego a discreción!"
"<en> Pardon me?","<es> ¿Perdona?"
"<en> Please go.","<es> Por favor, ve."
"<en> Please go.","<es> Por favor, vete."
"<en> Please go.","<es> Por favor, márchate."
"<en> Please go.","<es> Por favor, váyase."
"<en> Put it on.","<es> Póntelo."
"<en> Put it on.","<es> Póngaselo."
"<en> Read this.","<es> Lee esto."
"<en> Read this.","<es> Lea esto."
"<en> Read this.","<es> Lean esto."
"<en> Read this.","<es> Leed esto."
"<en> Say hello.","<es> Decí hola."
"<en> Search me.","<es> A mí que me registren."
"<en> See above.","<es> Véase arriba."
"<en> See above.","<es> Véase más arriba."
"<en> Seize him!","<es> ¡A por él!"
"<en> Seize him!","<es> ¡Cogedlo!"
"<en> Seize him!","<es> ¡Arrestadlo!"
"<en> Seize him!","<es> ¡Prendedlo!"
"<en> Seize him!","<es> ¡Capturadlo!"
"<en> Seriously?","<es> ¿En serio?"
"<en> She tried.","<es> Ella lo intentó."
"<en> She tried.","<es> Ella lo probó."
"<en> She walks.","<es> Ella anda."
"<en> She walks.","<es> Ella camina."
"<en> She walks.","<es> Anda."
"<en> She's hot.","<es> Ella es candente."
"<en> She's hot.","<es> Está como un tren."
"<en> She's hot.","<es> Está de toma pan y moja."
"<en> She's hot.","<es> Está buena."
"<en> She's hot.","<es> Está que cruje."
"<en> Sign here.","<es> Firme aquí."
"<en> Sign this.","<es> Firma esto."
"<en> Sign this.","<es> Firme esto."
"<en> Sign this.","<es> Firmen esto."
"<en> Sign this.","<es> Firmá esto."
"<en> Sign this.","<es> Firmad esto."
"<en> Sit still.","<es> Siéntate y no te muevas."
"<en> Sit still.","<es> Siéntate y quédate quieto."
"<en> Sit there.","<es> Sentate ahí."
"<en> Sit tight.","<es> Tú mantente."
"<en> Slow down.","<es> Quieto."
"<en> Slow down.","<es> Más despacio."
"<en> Stay away.","<es> Fuera."
"<en> Stay away.","<es> Aléjate."
"<en> Stay calm.","<es> Mantén la calma."
"<en> Stay calm.","<es> Mantené la calma."
"<en> Stay here.","<es> Quedate acá."
"<en> Step back.","<es> Da un paso atrás."
"<en> Stop here.","<es> Para aquí."
"<en> Stop here.","<es> Párate aquí."
"<en> Stop here.","<es> Detente aquí."
"<en> Stop here.","<es> Deténgase aquí."
"<en> Stop here.","<es> Deténganse aquí."
"<en> Stop here.","<es> Paraos aquí."
"<en> Stop here.","<es> Parad aquí."
"<en> Stop that.","<es> Para eso."
"<en> Stop them.","<es> Deténlos."
"<en> Stop them.","<es> Párales."
"<en> Take care!","<es> ¡Cuidate!"
"<en> Take care!","<es> ¡Te cuidas!"
"<en> Take care.","<es> Cuídate."
"<en> Take care.","<es> Cuidaos."
"<en> Take mine.","<es> Coge el mío."
"<en> Take mine.","<es> Toma el mío."
"<en> Take over.","<es> Asume el mando."
"<en> Take over.","<es> Toma el control."
"<en> Take over.","<es> Encárgate tú."
"<en> Take this.","<es> Toma esto."
"<en> Take this.","<es> Tome esto."
"<en> Take this.","<es> Tomen esto."
"<en> Take this.","<es> Tomá esto."
"<en> Thank you.","<es> ¡Gracias!"
"<en> Thank you.","<es> Gracias a ti."
"<en> Thank you.","<es> Gracias."
"<en> That's it.","<es> Eso es."
"<en> That's me.","<es> Soy yo."
"<en> That's me.","<es> Ese soy yo."
"<en> Then what?","<es> ¿Entonces qué?"
"<en> They fell.","<es> Cayeron."
"<en> They left.","<es> Se fueron."
"<en> They left.","<es> Se marcharon."
"<en> They left.","<es> Se iban."
"<en> They lost.","<es> Perdieron."
"<en> Tom bowed.","<es> Tom se inclinó."
"<en> Tom cared.","<es> Tom se preocupó."
"<en> Tom cared.","<es> Tom se preocupaba."
"<en> Tom cared.","<es> A Tom le importaba."
"<en> Tom cares.","<es> Tom se preocupa."
"<en> Tom cares.","<es> A Tom le importa."
"<en> Tom cried.","<es> Tom lloró."
"<en> Tom dozed.","<es> Tom dormitó."
"<en> Tom drove.","<es> Tomás condujo."
"<en> Tom is OK.","<es> Tom está bien."
"<en> Tom is in.","<es> Tom está dentro."
"<en> Tom is up.","<es> Tom está levantado."
"<en> Tom knits.","<es> Tom teje."
"<en> Tom knows.","<es> Tom sabe."
"<en> Tom moved.","<es> Tom se mudó."
"<en> Tom moved.","<es> Tom se movió."
"<en> Tom rocks.","<es> Tom se mece."
"<en> Tom stood.","<es> Tom se quedó."
"<en> Tom swims.","<es> Tom nada."
"<en> Tom swore.","<es> Tom juró."
"<en> Tom tried.","<es> Tomás lo intentó."
"<en> Tom tries.","<es> Tomás lo intenta."
"<en> Tom voted.","<es> Tomás votó."
"<en> Tom walks.","<es> Tom camina."
"<en> Tom waved.","<es> Tom saludó."
"<en> Tom works.","<es> Tomás trabaja."
"<en> Tom'll go.","<es> Tom irá."
"<en> Tom's fat.","<es> Tom está gordo."
"<en> Tom's mad.","<es> Tom está loco."
"<en> Tom's sad.","<es> Tom está triste."
"<en> Tom's shy.","<es> Tom es tímido."
"<en> Trust Tom.","<es> Confía en Tom."
"<en> Try again.","<es> Inténtalo de nuevo."
"<en> Try again.","<es> Intentadlo otra vez."
"<en> Try again.","<es> Intenta otra vez."
"<en> Try it on.","<es> Pruébatelo."
"<en> Wait here.","<es> Espera aquí."
"<en> Wait here.","<es> Aguarda aquí."
"<en> Wait here.","<es> Esperen aquí."
"<en> Wait here.","<es> Esperad aquí."
"<en> Watch Tom.","<es> Vigila a Tom."
"<en> Watch out!","<es> ¡Abusado!"
"<en> We can go.","<es> Podemos ir."
"<en> We can go.","<es> Podemos irnos."
"<en> We can go.","<es> Nos podemos marchar."
"<en> We failed.","<es> Fallamos."
"<en> We failed.","<es> Hemos fallado."
"<en> We forgot.","<es> Nos olvidamos."
"<en> We saw it.","<es> Lo vimos."
"<en> We saw it.","<es> Lo veíamos."
"<en> We talked.","<es> Conversamos."
"<en> We waited.","<es> Nosotros esperamos."
"<en> We'll see.","<es> Después veremos."
"<en> We'll see.","<es> Ya veremos."
"<en> We'll try.","<es> Lo intentaremos."
"<en> We've won!","<es> ¡Hemos ganado!"
"<en> What's up?","<es> ¿Qué hay?"
"<en> Who cares?","<es> ¿A quién le importa?"
"<en> Who is he?","<es> ¿Quién es él?"
"<en> Who is it?","<es> ¿Quién es?"
"<en> Who knows?","<es> Aabe..."
"<en> Who stood?","<es> ¿Quién se quedó?"
"<en> Who'll go?","<es> ¿Quién irá?"
"<en> Who's Tom?","<es> ¿Quién es Tom?"
"<en> Write Tom.","<es> Escribe a Tom."
"<en> You drive.","<es> Tú maneja."
"<en> You start.","<es> Tú empieza."
"<en> You tried.","<es> Lo intentaste."
"<en> You're OK.","<es> Tú estás perfectamente."
"<en> You're OK.","<es> Estás perfectamente."
"<en> Aim higher.","<es> Más alto."
"<en> Aim higher.","<es> Apuntad más alto."
"<en> All aboard!","<es> ¡Todos a bordo!"
"<en> Am I right?","<es> ¿Tengo razón?"
"<en> Am I wrong?","<es> ¿Me equivoco?"
"<en> Am I wrong?","<es> ¿Estoy equivocada?"
"<en> Answer Tom.","<es> ¡Respóndale a Tomás!"
"<en> Answer Tom.","<es> ¡Respondele a Tomás!"
"<en> Answer Tom.","<es> ¡Respóndanle a Tomás!"
"<en> Are you 18?","<es> ¿Tienes dieciocho?"
"<en> Are you 18?","<es> ¿Has cumplido dieciocho?"
"<en> Are you OK?","<es> ¿Estás bien?"
"<en> Are you in?","<es> ¿Te apuntas?"
"<en> Are you in?","<es> ¿Estás dentro?"
"<en> Are you up?","<es> ¿Estás levantado?"
"<en> Ask anyone.","<es> Pregúntale a cualquiera."
"<en> Ask anyone.","<es> Preguntadle a cualquiera."
"<en> Ask anyone.","<es> Pregúntele a cualquiera."
"<en> Ask anyone.","<es> Pregúntenle a cualquiera."
"<en> Ask around.","<es> Pregunta por aquí."
"<en> Ask around.","<es> Pregunta en los alrededores."
"<en> Be careful.","<es> ¡Ten cuidado!"
"<en> Be careful.","<es> ¡Sé cuidadoso!"
"<en> Be content.","<es> Estate contento."
"<en> Be on time.","<es> Llega a tiempo."
"<en> Be on time.","<es> Llegue a tiempo."
"<en> Be patient.","<es> Sea paciente."
"<en> Be serious.","<es> Sé serio."
"<en> Birds sing.","<es> Los pájaros cantan."
"<en> Birds sing.","<es> Los pájaros están cantando."
"<en> Bring food.","<es> Traed comida."
"<en> Bring help.","<es> Traed ayuda."
"<en> Bring wine.","<es> Trae vino."
"<en> Can I come?","<es> ¿Puedo ir?"
"<en> Can I come?","<es> ¿Puedo venir?"
"<en> Can I come?","<es> ¿Puedo acercarme?"
"<en> Can I help?","<es> ¿Puedo ayudar?"
"<en> Can I stay?","<es> ¿Me puedo quedar?"
"<en> Carry this.","<es> Lleva esto."
"<en> Check that.","<es> Comprobad eso."
"<en> Check this.","<es> Comprueba esto."
"<en> Choose one.","<es> Escoge uno."
"<en> Come again.","<es> Vuelve otra vez."
"<en> Come alone.","<es> Ven solo."
"<en> Come along.","<es> Vente."
"<en> Come along.","<es> Vénganse."
"<en> Come early.","<es> Vení temprano."
"<en> Come early.","<es> Ven temprano."
"<en> Come early.","<es> Vengan temprano."
"<en> Come early.","<es> Venga temprano."
"<en> Come on in!","<es> ¡Pásale!"
"<en> Come on in!","<es> ¡Pásele!"
"<en> Come on in!","<es> ¡Pásenle!"
"<en> Come on in.","<es> Entre."
"<en> Come on in.","<es> Pase."
"<en> Come quick!","<es> ¡Ven rápido!"
"<en> Come quick!","<es> ¡Vení rápido!"
"<en> Come to me.","<es> Ven a mí."
"<en> Come to me.","<es> Venid a mí."
"<en> Come to us.","<es> Ven a nosotros."
"<en> Come to us.","<es> Venid a nosotros."
"<en> Cut it out!","<es> ¡Ya párale!"
"<en> Did Tom go?","<es> ¿Fue Tom?"
"<en> Do come in!","<es> ¡Pásale!"
"<en> Do come in!","<es> ¡Pásele!"
"<en> Do come in!","<es> ¡Pásenle!"
"<en> Do come in.","<es> Pasa adentro."
"<en> Do come in.","<es> Entra de una vez."
"<en> Do come in.","<es> Entra ya."
"<en> Do come in.","<es> Métete dentro."
"<en> Do men cry?","<es> ¿Los hombres lloran?"
"<en> Don't come.","<es> No vengas."
"<en> Don't jump!","<es> ¡No saltéis!"
"<en> Don't look.","<es> No miréis."
"<en> Don't move!","<es> ¡No os mováis!"
"<en> Don't move.","<es> No te muevas."
"<en> Don't move.","<es> No se mueva."
"<en> Don't move.","<es> No se muevan."
"<en> Don't sing.","<es> No cantes."
"<en> Don't sing.","<es> No canten."
"<en> Don't stop.","<es> No pares."
"<en> Don't talk!","<es> ¡No hables!"
"<en> Don't talk.","<es> No hables."
"<en> Don't wait.","<es> ¡No esperes!"
"<en> Don't wait.","<es> ¡No esperen!"
"<en> Don't wait.","<es> No esperes."
"<en> Don't yell.","<es> No grites."
"<en> Eat slowly.","<es> Come despacio."
"<en> Eat slowly.","<es> ¡Comé despacio!"
"<en> Fire burns.","<es> El fuego quema."
"<en> Follow Tom.","<es> Seguilo a Tomás."
"<en> Follow Tom.","<es> Síguelo a Tomás."
"<en> Follow Tom.","<es> Sígalo a Tomás."
"<en> Follow Tom.","<es> Síganlo a Tomás."
"<en> Follow him.","<es> Síguele."
"<en> Follow him.","<es> Síguelo."
"<en> Forget Tom.","<es> Olvidate de Tomás."
"<en> Forget Tom.","<es> Olvídate de Tomás."
"<en> Forget Tom.","<es> Olvídese de Tomás."
"<en> Forget him.","<es> Olvídenlo."
"<en> Forgive us.","<es> Perdónanos."
"<en> Forgive us.","<es> Perdónenos."
"<en> Get a life.","<es> Consíguete una vida."
"<en> Get inside.","<es> Entra."
"<en> Get to bed.","<es> Vete a la cama."
"<en> Give it up.","<es> Déjalo."
"<en> Go on home.","<es> Vete a casa."
"<en> Go on home.","<es> Váyase a casa."
"<en> Go see Tom.","<es> Ve a ver a Tom."
"<en> Go to work.","<es> Andá a trabajar."
"<en> God exists.","<es> Dios existe."
"<en> Have faith.","<es> Ten fe."
"<en> Have faith.","<es> Tened fe."
"<en> Have faith.","<es> Tengan fe."
"<en> Have faith.","<es> Confíen."
"<en> He ate out.","<es> Él salió a comer."
"<en> He coughed.","<es> Tosió."
"<en> He gave in.","<es> Él se rindió."
"<en> He gave up.","<es> Se rindió."
"<en> He gave up.","<es> Lo dejó."
"<en> He gave up.","<es> Cedió."
"<en> He gave up.","<es> Tiró la toalla."
"<en> He hung up.","<es> Descolgó."
"<en> He hung up.","<es> Él cogió el teléfono."
"<en> He is a DJ.","<es> Él es DJ."
"<en> He is here!","<es> ¡Él está aquí!"
"<en> He is kind.","<es> Él es gentil."
"<en> He is kind.","<es> Él es amable."
"<en> He is kind.","<es> Él es generoso."
"<en> He is mean.","<es> Él es mezquino."
"<en> He is tall.","<es> Él es alto."
"<en> He laughed.","<es> Él se reía."
"<en> He made it.","<es> Lo hizo él."
"<en> He made it.","<es> Lo logró."
"<en> He made it.","<es> Lo hizo."
"<en> He's broke.","<es> Está sin blanca."
"<en> He's broke.","<es> Está arruinado."
"<en> He's cruel.","<es> Él es cruel."
"<en> He's lying.","<es> Él miente."
"<en> He's lying.","<es> Él está mintiendo."
"<en> He's smart.","<es> Es inteligente."
"<en> He's smart.","<es> Él es inteligente."
"<en> Here he is!","<es> ¡Helo aquí!"
"<en> Here he is!","<es> ¡Aquí está él!"
"<en> Here it is.","<es> Aquí está."
"<en> Here we go.","<es> Aquí vamos."
"<en> Hey, relax.","<es> Hey, cálmate."
"<en> Hold still.","<es> Quieto."
"<en> Hold still.","<es> Mantente quieto."
"<en> How boring!","<es> ¡Qué aburrimiento!"
"<en> How is Tom?","<es> ¿Cómo está Tom?"
"<en> How lovely!","<es> ¡Qué bonito!"
"<en> How lovely!","<es> ¡Encantador!"
"<en> How lovely!","<es> ¡Es una preciosidad!"
"<en> How tragic!","<es> ¡Qué trágico!"
"<en> How's work?","<es> ¿Qué tal el trabajo?"
"<en> How's work?","<es> ¿Cómo van las cosas en el trabajo?"
"<en> Hurry home.","<es> Rápido, a casa."
"<en> Hurry home.","<es> Corre, vete a casa."
"<en> I admit it.","<es> Lo admito."
"<en> I am a man.","<es> Soy un hombre."
"<en> I am a man.","<es> Soy una persona."
"<en> I am bored.","<es> Estoy aburrida."
"<en> I am happy.","<es> ¡Soy feliz!"
"<en> I am happy.","<es> ¡Estoy feliz!"
"<en> I am happy.","<es> Yo estoy contento."
"<en> I am human.","<es> Yo soy humano."
"<en> I am ready.","<es> Estoy listo."
"<en> I am tired.","<es> Estoy fisurado."
"<en> I broke it.","<es> Yo lo rompí."
"<en> I can help.","<es> Yo puedo ayudar."
"<en> I can jump.","<es> Puedo saltar."
"<en> I can read.","<es> Sé leer."
"<en> I can sing.","<es> Puedo cantar."
"<en> I can swim.","<es> Sé nadar."
"<en> I chuckled.","<es> Solté una risita."
"<en> I disagree.","<es> No estoy de acuerdo."
"<en> I doubt it.","<es> Lo dudo."
"<en> I eat here.","<es> Como aquí."
"<en> I eat here.","<es> Yo como aquí."
"<en> I eat meat.","<es> Yo como carne."
"<en> I envy Tom.","<es> Envidio a Tom."
"<en> I envy him.","<es> Lo envidio."
"<en> I feel bad.","<es> Me siento mal."
"<en> I feel old.","<es> Me siento viejo."
"<en> I felt bad.","<es> Me sentía mal."
"<en> I found it.","<es> Lo encontré."
"<en> I got lost.","<es> Me perdí."
"<en> I got sick.","<es> Me puse enfermo."
"<en> I hate Tom.","<es> Odio a Tom."
"<en> I hate you.","<es> Te detesto."
"<en> I have one.","<es> Tengo uno."
"<en> I have one.","<es> Yo tengo uno."
"<en> I have won.","<es> Gané."
"<en> I hear you.","<es> Te oigo."
"<en> I help him.","<es> Le ayudo."
"<en> I knew Tom.","<es> Conocí a Tom."
"<en> I know Tom.","<es> Conozco a Tom."
"<en> I know her.","<es> La conozco."
"<en> I know him.","<es> Lo conozco."
"<en> I know now.","<es> Ahora sé."
"<en> I like Tom.","<es> Me agrada Tom."
"<en> I like art.","<es> Me gusta el arte."
"<en> I like him.","<es> Me gusta él."
"<en> I like him.","<es> Él me gusta."
"<en> I like tea.","<es> Me gusta el té."
"<en> I like you.","<es> Me agradas."
"<en> I liked it.","<es> Me gustó."
"<en> I love Tom.","<es> Lo amo a Tomás."
"<en> I love him.","<es> Yo lo amo."
"<en> I love him.","<es> Lo amo."
"<en> I love you.","<es> Te quiero."
"<en> I love you.","<es> Te amo."
"<en> I love you.","<es> ¡Te amo!"
"<en> I love you.","<es> Os amo."
"<en> I loved it.","<es> Me encantó."
"<en> I miss Tom.","<es> Echo de menos a Tom."
"<en> I miss him.","<es> Le echo de menos."
"<en> I miss him.","<es> Lo extraño."
"<en> I miss you.","<es> Te echo de menos."
"<en> I must run.","<es> Tengo que correr."
"<en> I need Tom.","<es> Necesito a Tom."
"<en> I need ice.","<es> Necesito hielo."
"<en> I promised.","<es> Prometí."
"<en> I ran home.","<es> Me fui corriendo a casa."
"<en> I ran home.","<es> Me apresuré a ir a casa."
"<en> I remember.","<es> Me acuerdo."
"<en> I remember.","<es> Yo me acuerdo."
"<en> I remember.","<es> Yo recuerdo."
"<en> I resigned.","<es> Renuncié."
"<en> I said yes.","<es> Dije que sí."
"<en> I said yes.","<es> Yo decía que sí."
"<en> I sat down.","<es> Me senté."
"<en> I sat down.","<es> Me sentaba."
"<en> I saw that.","<es> Lo vi."
"<en> I saw that.","<es> Vi eso."
"<en> I saw that.","<es> Veía eso."
"<en> I screamed.","<es> Grité."
"<en> I screamed.","<es> Yo grité."
"<en> I see them.","<es> Los veo."
"<en> I see them.","<es> Las veo."
"<en> I shot Tom.","<es> Disparé a Tom."
"<en> I survived.","<es> Sobreviví."
"<en> I think so.","<es> Creo que sí."
"<en> I think so.","<es> Eso creo."
"<en> I threw up.","<es> Vomité."
"<en> I told Tom.","<es> Se lo dije a Tom."
"<en> I told Tom.","<es> Se lo he dicho a Tom."
"<en> I use this.","<es> Uso esto."
"<en> I use this.","<es> Utilizo esto."
"<en> I want Tom.","<es> Quiero a Tom."
"<en> I want one!","<es> ¡Quiero uno!"
"<en> I want one!","<es> ¡Quiero una!"
"<en> I want one.","<es> Quiero uno."
"<en> I want one.","<es> Yo quiero uno."
"<en> I was late.","<es> Llegué tarde."
"<en> I was sick.","<es> Yo estaba enfermo."
"<en> I won't go.","<es> No voy a ir."
"<en> I work out.","<es> Yo hago ejercicio."
"<en> I wrote it.","<es> Yo lo escribí."
"<en> I'd buy it.","<es> Yo lo compraría."
"<en> I'll be OK.","<es> Estaré bien."
"<en> I'll do it.","<es> Lo haré yo."
"<en> I'll do it.","<es> Lo haré."
"<en> I'll go in.","<es> Entraré."
"<en> I'll go in.","<es> Voy a entrar."
"<en> I'm French.","<es> Soy francés."
"<en> I'm a hero.","<es> Soy un héroe."
"<en> I'm a liar.","<es> Soy un mentiroso."
"<en> I'm a twin.","<es> Soy gemelo."
"<en> I'm better.","<es> Yo soy mejor."
"<en> I'm bushed.","<es> Estoy agotado."
"<en> I'm buying.","<es> Estoy comprando."
"<en> I'm clumsy.","<es> Soy torpe."
"<en> I'm coming.","<es> Ahí voy."
"<en> I'm eating.","<es> Estoy comiendo."
"<en> I'm faster.","<es> Yo soy más rápido."
"<en> I'm greedy.","<es> Soy codicioso."
"<en> I'm hiding.","<es> Yo estoy escondido."
"<en> I'm hungry!","<es> Ya tengo hambre."
"<en> I'm hungry!","<es> Me pica el bagre."
"<en> I'm hungry.","<es> Me pica el bagre."
"<en> I'm immune.","<es> Soy inmune."
"<en> I'm moving.","<es> Me estoy moviendo."
"<en> I'm moving.","<es> Me mudaré."
"<en> I'm normal.","<es> Soy normal."
"<en> I'm scared.","<es> Estoy asustado."
"<en> I'm single.","<es> Estoy soltero."
"<en> I'm single.","<es> Estoy soltera."
"<en> I'm single.","<es> Soy soltero."
"<en> I'm skinny.","<es> Estoy flacucho."
"<en> I'm sleepy!","<es> ¡Tengo sueño!"
"<en> I'm sleepy!","<es> Tengo sueño."
"<en> I'm sleepy.","<es> Tengo sueño."
"<en> I'm so fat.","<es> Estoy tan gordo."
"<en> I'm so fat.","<es> Estoy tan gorda."
